epoch,step,train_loss_last_logged,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,model_log_max_abs_delta
1.0,47,0.3770488500595093,0.33938392996788025,0.9104477611940298,0.868421052631579,0.9705882352941176,0.9166666666666666,0.21554787231095301
2.0,94,0.19785079956054688,0.18177101016044617,0.9552238805970149,0.9696969696969697,0.9411764705882353,0.9552238805970149,0.05882352941176472
3.0,141,0.03327307403087616,0.35213157534599304,0.9104477611940298,0.868421052631579,0.9705882352941176,0.9166666666666666,0.2282955176890658
4.0,188,0.013152621686458588,0.3283495604991913,0.9253731343283582,0.8918918918918919,0.9705882352941176,0.9295774647887324,0.20451350284226405
5.0,235,0.0055261276662349704,0.12383642047643661,0.9552238805970149,0.918918918918919,1.0,0.9577464788732394,3.628195093946518e-07
6.0,282,0.0035377137362957002,0.2863178551197052,0.9402985074626866,0.9166666666666666,0.9705882352941176,0.9428571428571428,0.16248179746277797
7.0,329,0.002782849222421646,0.4102344512939453,0.9253731343283582,0.8918918918918919,0.9705882352941176,0.9295774647887324,0.2863983936370181
8.0,376,0.0020533433184027673,0.3478592336177826,0.9402985074626866,0.9166666666666666,0.9705882352941176,0.9428571428571428,0.22402317596085536
9.0,423,0.0023087523877620697,0.3174857795238495,0.9402985074626866,0.9166666666666666,0.9705882352941176,0.9428571428571428,0.19364972186692225
